Location (coordinates),Water body,Location Name,Date,Season,Observers,Start time,End time,"Transect location (RB, LB)",Canopy Cover (0 to 1 ratio),Temperature (°C),pH,Conductivity (mS/cm),Salinity,TDS g/L,DO %,DO mg/L,Riffle,Pool,Glide,Run,Cover (area) [m^2],# individuals,Aquatic plant species,"Emergent, submergent or floating?",Depth (m),Velocity (m/s),Substrate size (mm)
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57 PM,2:07 PM,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,,7,Carex nudata,emergent,0.71,0.24384,180
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57 PM,2:07 PM,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,,3,Carex nudata,emergent,0.48,0.06096,>300
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57 PM,2:07 PM,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,,6,Carex nudata,emergent,0.76,0.06096,>300
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57 PM,2:07 PM,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,,6,Carex nudata,emergent,0.46,0.06096,>300
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57 PM,2:07 PM,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,,4,Carex nudata,emergent,0.54,0.03048,>300
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,3.8,10,annual grass,emergent,0.34,0,64
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,4,Veronica anagallis-aquatica,submergent,0.34,0,64
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,1,Veronica anagallis-aquatica,submergent,0.37,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,2,Mentha aquatica,emergent,0.38,0,45
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,2.8,13,Veronica anagallis-aquatica,emergent,0.41,0.06096,45
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,4,Mentha aquatica,emergent,0.44,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,7,Mentha aquatica,emergent,0.47,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,5,20,Persicaria punctata,emergent,0.51,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,5.2,5,Veronica anagallis-aquatica,emergent,0.51,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,6.2,30,annual grass,emergent,0.51,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,6,Mentha aquatica,emergent,0.62,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,1,Mentha aquatica,emergent,0.695,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,3.4,5,Veronica anagallis-aquatica,submergent,0.695,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,1,Veronica anagallis-aquatica,submergent,0.77,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,1,Mentha aquatica,emergent,0.83,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,,1,Veronica anagallis-aquatica,submergent,0.835,0.06096,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,25.4,36,Persicaria punctata,emergent,0.95,0.03048,64
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,24.2,200,Mentha aquatica,emergent,0.95,0.03048,64
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,35,Persicaria punctata,emergent,0.83,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,5,Veronica anagallis-aquatica,emergent,0.83,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,250,Mentha aquatica,emergent,0.83,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27,12:00 PM,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,9.4,29,Scirpus microcarpus,emergent,0.83,0.03048,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,4,Nasturtium officinale,emergent,0.69,0.06096,90
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,1,Persicaria punctata,emergent,1.2,0.06096,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,2,Nasturtium officinale,emergent,1.12,0.12192,5.6
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,14,19,Mentha aquatica,emergent,0.94,0.06096,5.6
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,1.4,9,Persicaria punctata,emergent,0.94,0.06096,5.6
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,1,Veronica anagallis-aquatica,emergent,0.55,0.06096,2.8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,16.2,50,annual grass,emergent,0.115,0,8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,12.6,83,Veronica anagallis-aquatica,emergent,0.115,0,8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,26,Mentha aquatica,emergent,0.115,0,8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,3,Mentha aquatica,emergent,0.15,0,11
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,6,170,Veronica anagallis-aquatica,emergent,20,0,<2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40 PM,1:40 PM,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,,1,Nasturtium officinale,emergent,25,0,2.8
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.9,NA,Lemna spp. ,floating,0.323,0.001,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Persicaria punctata,emergent,0.12,0.0014,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,0.8,29,Persicaria punctata,emergent,0.25,0.0236,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.8,NA,Lemna spp. ,floating,0.18,0.0198,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.2,NA,Lemna spp. ,floating,0.18,0.0133,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,11.4,NA,Lemna spp. ,floating,0.06,0.0208,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.2,6,Scirpus microcarpus,emergent,0.06,0.0208,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,6,Persicaria punctata,emergent,0.06,0.0208,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.2,8,Persicaria punctata,emergent,0.06,0.0036,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Oenanthe sarmentosa,emergent,0.06,0.0036,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Nasturtium officinale,emergent,0.06,0.0036,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1.4,15,annual grass,emergent,0.08,-0.0591,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Oenanthe sarmentosa,emergent,0.08,-0.0591,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Nasturtium officinale,emergent,0.08,-0.0591,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1.8,10,Nasturtium officinale,emergent,0.1,0.0403,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,2,Persicaria punctata,emergent,0.1,0.0403,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,3,Hydrocotyle ranunculoides,emergent,0.1,0.0403,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.8,NA,Lemna spp. ,floating,0.08,0.112,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,2,Nasturtium officinale,submergent,0.06,0.084,16
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,2,Nasturtium officinale,emergent,0.08,0.112,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Nasturtium officinale,emergent,0.06,0.104,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Oenanthe sarmentosa,emergent,0.06,0.104,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,2,Persicaria punctata,emergent,0.06,0.0123,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,6,NA,Lemna spp. ,floating,0.06,-0.0001,180
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1,NA,Lemna spp. ,floating,0.16,0.0716,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Persicaria punctata,emergent,0.16,0.0716,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,1,Oenanthe sarmentosa,emergent,0.16,0.0716,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.7,NA,Lunularia spp.,emergent,0.16,0.0716,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,0.8,7,annual grass,emergent,0.08,0.0004,200
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,,3,Scirpus microcarpus,emergent,0.08,0.0004,200
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,3.4,14,Persicaria punctata,emergent,0.08,0.0004,200
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02 AM,1:37 PM,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2,5,Persicaria punctata,emergent,0.4,0.0226,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,9.2,NA,Lemna spp. ,floating,0.3,0.0027,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,12.2,NA,Lemna spp. ,floating,0.22,0,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Persicaria punctata,emergent,0.1,0.009,250
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,3,Persicaria punctata,emergent,0.1,0.009,250
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.8,11,Scirpus microcarpus,emergent,0.1,0.009,250
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,8.4,NA,Lemna spp. ,floating,0.08,0.001,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.6,11,Persicaria punctata,emergent,0.08,0.001,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,1.6,5,Scirpus microcarpus,emergent,0.06,0.0006,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,11.8,NA,Lemna spp. ,floating,0.06,0.0107,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,2,Scirpus microcarpus,emergent,0.06,0.0107,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Persicaria punctata,emergent,0.06,0.0107,128
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,3,Persicaria punctata,emergent,0.22,0.002,140
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,5.8,NA,Lemna spp. ,floating,0.08,0.0541,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,2,Persicaria punctata,emergent,NA,NA,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,2,Persicaria punctata,emergent,NA,NA,64
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Persicaria punctata,emergent,0.18,0.0486,45
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,6.6,NA,Lemna spp. ,floating,0.06,0.0001,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,7.4,NA,Lemna spp. ,floating,0.08,0.1557,120
