location_coordinates,water_body,location_name,date,season,observers,start_time,end_time,transect_location_rb_lb,canopy_cover_0_to_1_ratio,temperature_c,p_h,conductivity_m_s_cm,salinity,tds_g_l,do_percent,do_mg_l,riffle,pool,glide,run,cover_area_m_2,number_individuals,aquatic_plant_species,emergent_submergent_or_floating,depth_m,velocity_m_s,substrate_size_mm,calc_stem_abundance_m2,final_abundance
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,9.8,9,Carex nudata,emergent,0.28,0.39624,>300,0.8099999999999999,0.8099999999999999
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,7.2,10,Carex nudata,emergent,0.8,0.3048,>300,0.8999999999999999,0.8999999999999999
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,4,Carex nudata,emergent,1,0.27432,>300,0.36,0.36
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,2,Carex nudata,emergent,1.1,0.27432,>300,0.18,0.18
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,6,Carex nudata,emergent,0.85,0.18288,180,0.54,0.54
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,7,Carex nudata,emergent,0.71,0.24384,180,0.63,0.63
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,3,Carex nudata,emergent,0.48,0.06096,>300,0.27,0.27
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,6,Carex nudata,emergent,0.76,0.06096,>300,0.54,0.54
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,6,Carex nudata,emergent,0.46,0.06096,>300,0.54,0.54
"36.3986234, -121.6618741",Carmel River,Cachagua Park,4/27/2025,spring,"Audrey, Dante Bryant, Sara Gonzalez, Malia Gavino",12:57:00,14:07:00,LB,1,13.4,8.52,0.141,0.09,0.117,75.2,7.85,0,0,0,100,NA,4,Carex nudata,emergent,0.54,0.03048,>300,0.36,0.36
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,3.8,10,annual grass,emergent,0.34,0,64,0.8999999999999999,3.8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,4,Veronica anagallis-aquatica,submergent,0.34,0,64,0.36,0.36
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,1,Veronica anagallis-aquatica,submergent,0.37,0.03048,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,2,Mentha aquatica,emergent,0.38,0,45,0.18,0.18
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,2.8,13,Veronica anagallis-aquatica,emergent,0.41,0.06096,45,1.17,1.17
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,4,Mentha aquatica,emergent,0.44,0,<2,0.36,0.36
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,7,Mentha aquatica,emergent,0.47,0,<2,0.63,0.63
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,5,20,Persicaria punctata,emergent,0.51,0,<2,1.7999999999999998,1.7999999999999998
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,5.2,5,Veronica anagallis-aquatica,emergent,0.51,0,<2,0.44999999999999996,0.44999999999999996
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,6.2,30,annual grass,emergent,0.51,0,<2,2.6999999999999997,6.2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,6,Mentha aquatica,emergent,0.62,0.03048,<2,0.54,0.54
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,1,Mentha aquatica,emergent,0.695,0,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,3.4,5,Veronica anagallis-aquatica,submergent,0.695,0,<2,0.44999999999999996,0.44999999999999996
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,1,Veronica anagallis-aquatica,submergent,0.77,0,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,1,Mentha aquatica,emergent,0.83,0.03048,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,NA,1,Veronica anagallis-aquatica,submergent,0.835,0.06096,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,25.4,36,Persicaria punctata,emergent,0.95,0.03048,64,3.2399999999999998,3.2399999999999998
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,24.2,200,Mentha aquatica,emergent,0.95,0.03048,64,18,24.2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,35,Persicaria punctata,emergent,0.83,0.03048,<2,3.15,3.15
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,5,Veronica anagallis-aquatica,emergent,0.83,0.03048,<2,0.44999999999999996,0.44999999999999996
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,21.8,250,Mentha aquatica,emergent,0.83,0.03048,<2,22.5,21.8
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",10:27:00,12:00:00,LB,0.9264705882,16.73,7.31,0.339,0.19,0.262,51,4.94,0,50,0,50,9.4,29,Scirpus microcarpus,emergent,0.83,0.03048,<2,2.61,2.61
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,4,Nasturtium officinale,emergent,0.69,0.06096,90,0.36,0.36
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,1,Persicaria punctata,emergent,1.2,0.06096,<2,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,2,Nasturtium officinale,emergent,1.12,0.12192,5.6,0.18,0.18
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,14,19,Mentha aquatica,emergent,0.94,0.06096,5.6,1.71,1.71
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,1.4,9,Persicaria punctata,emergent,0.94,0.06096,5.6,0.8099999999999999,0.8099999999999999
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,1,Veronica anagallis-aquatica,emergent,0.55,0.06096,2.8,0.09,0.09
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,16.2,50,annual grass,emergent,0.115,0,8,4.5,16.2
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,12.6,83,Veronica anagallis-aquatica,emergent,0.115,0,8,7.47,7.47
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,26,Mentha aquatica,emergent,0.115,0,8,2.34,2.34
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,3,Mentha aquatica,emergent,0.15,0,11,0.27,0.27
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,6,170,Veronica anagallis-aquatica,emergent,20,0,<2,15.299999999999999,6
"36.5241172, -121.8307520",Carmel River,Schulte's Bridge (redo),9/20/2025,fall,"Audrey, Malia Gavino, Eli Wellman",12:40:00,13:40:00,RB,1,16.79,7.41,0.334,0.19,0.257,51.8,5.03,0,75,0,25,NA,1,Nasturtium officinale,emergent,25,0,2.8,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.9,NA,Lemna spp.,floating,0.323,0.001,45,NA,2.9
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Persicaria punctata,emergent,0.12,0.0014,32,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,0.8,29,Persicaria punctata,emergent,0.25,0.0236,128,2.61,2.61
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.8,NA,Lemna spp.,floating,0.18,0.0198,45,NA,5.8
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.2,NA,Lemna spp.,floating,0.18,0.0133,64,NA,5.2
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,11.4,NA,Lemna spp.,floating,0.06,0.0208,128,NA,11.4
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.2,6,Scirpus microcarpus,emergent,0.06,0.0208,128,0.54,0.54
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,6,Persicaria punctata,emergent,0.06,0.0208,128,0.54,0.54
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.2,8,Persicaria punctata,emergent,0.06,0.0036,90,0.72,0.72
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Oenanthe sarmentosa,emergent,0.06,0.0036,90,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Nasturtium officinale,emergent,0.06,0.0036,90,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1.4,15,annual grass,emergent,0.08,-0.0591,22.6,1.3499999999999999,1.4
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Oenanthe sarmentosa,emergent,0.08,-0.0591,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Nasturtium officinale,emergent,0.08,-0.0591,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1.8,10,Nasturtium officinale,emergent,0.1,0.0403,32,0.8999999999999999,0.8999999999999999
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,2,Persicaria punctata,emergent,0.1,0.0403,32,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,3,Hydrocotyle ranunculoides,emergent,0.1,0.0403,32,0.27,0.27
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,5.8,NA,Lemna spp.,floating,0.08,0.112,64,NA,5.8
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,2,Nasturtium officinale,submergent,0.06,0.084,16,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,2,Nasturtium officinale,emergent,0.08,0.112,64,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Nasturtium officinale,emergent,0.06,0.104,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Oenanthe sarmentosa,emergent,0.06,0.104,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,2,Persicaria punctata,emergent,0.06,0.0123,128,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,6,NA,Lemna spp.,floating,0.06,-0.0001,180,NA,6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,1,NA,Lemna spp.,floating,0.16,0.0716,45,NA,1
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Persicaria punctata,emergent,0.16,0.0716,45,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,1,Oenanthe sarmentosa,emergent,0.16,0.0716,45,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2.7,NA,Lunularia spp.,emergent,0.16,0.0716,45,NA,2.7
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,0.8,7,annual grass,emergent,0.08,0.0004,200,0.63,0.8
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,NA,3,Scirpus microcarpus,emergent,0.08,0.0004,200,0.27,0.27
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,3.4,14,Persicaria punctata,emergent,0.08,0.0004,200,1.26,1.26
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",11:02:00,13:37:00,RB,1,20.01,7.33,0.184,0.1,0.131,40.7,3.72,20,80,0,0,2,5,Persicaria punctata,emergent,0.4,0.0226,128,0.44999999999999996,0.44999999999999996
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,9.2,NA,Lemna spp.,floating,0.3,0.0027,64,NA,9.2
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,12.2,NA,Lemna spp.,floating,0.22,0,90,NA,12.2
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Persicaria punctata,emergent,0.1,0.009,250,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,3,Persicaria punctata,emergent,0.1,0.009,250,0.27,0.27
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.8,11,Scirpus microcarpus,emergent,0.1,0.009,250,0.99,0.99
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,8.4,NA,Lemna spp.,floating,0.08,0.001,90,NA,8.4
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.6,11,Persicaria punctata,emergent,0.08,0.001,90,0.99,0.99
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,1.6,5,Scirpus microcarpus,emergent,0.06,0.0006,64,0.44999999999999996,0.44999999999999996
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,11.8,NA,Lemna spp.,floating,0.06,0.0107,128,NA,11.8
